,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
22,2169.2,1219.6,4004.3,3931.1,3697.6,2173.7,2898.4,2529.2,2257.4,3653.2,3033.3,4541.8,3009.3,1196.2,3702.5,2399.8,3984.3,4512.5,1058.7,2391.7,1294.2,2338.4,0.0,3060.3,3019.2,4568.4,1848.9,1147.7,2334.2,496.1,2338.4,2057.2,3299.1,2723.4,1175.6,3778.9,3487.1,1059.8,4904.7,1469.6,3913.8,3730.1,2005.2,4214.7,2636.5,2207.7,4780.3,2451.3,4549.6,1063.4,2679.8,1980.3,4461.5,2035.1,964.0,1456.6,3528.6,3430.9,4179.2,2080.0,1316.5,3678.7,3301.0,1136.6,2044.4,2156.3,2888.0,2880.5,3738.3,1827.8,2532.5,2188.1,1944.0,1834.7,3042.4,688.0,3371.0,2723.4,2636.8,1234.5,3192.1,2846.7,3114.8,3655.7,1050.2,2157.6
23,1444.4,3193.0,2209.9,1092.9,978.1,958.5,1457.0,1564.4,1820.5,833.6,244.3,1788.5,220.3,1990.8,832.9,1010.3,924.0,2954.8,3187.3,1036.7,2790.7,1714.7,3063.5,0.0,230.2,1536.8,1540.2,2448.1,1231.6,2800.2,1714.7,1515.3,1097.6,1480.5,3191.2,2198.2,1399.7,2501.6,2400.9,1730.8,2524.6,1010.6,1304.6,2825.5,1591.4,2188.6,2372.0,1795.5,1489.3,2338.7,1843.6,1223.5,1469.0,1549.5,2321.5,2438.0,2285.7,2566.9,2926.1,1380.8,2060.1,859.1,2493.0,3153.9,1267.2,1431.5,1645.1,1438.0,1462.1,2105.4,1520.8,915.0,2164.4,2328.9,253.4,2390.6,1607.7,1480.5,586.1,2731.0,2384.1,2038.7,2411.2,1448.6,2492.0,1460.0
24,1417.8,3105.2,2467.2,1350.2,1235.4,931.9,1438.4,1537.8,1724.7,1090.9,42.0,1999.5,53.3,1964.2,1090.2,922.5,1135.0,3212.1,3099.5,948.9,2764.1,1688.1,3036.9,257.3,0.0,1747.8,1513.6,2360.3,1205.0,2773.6,1688.1,1488.7,1325.8,1453.9,3103.4,2455.5,1650.4,2475.0,2611.9,1704.2,2644.3,1267.9,1278.0,2945.2,1564.8,2162.0,2629.3,1768.9,1700.3,2312.1,1817.0,1196.9,1587.3,1522.9,2294.9,2411.4,2259.1,2540.3,2909.7,1354.2,1972.3,1116.4,2466.4,3066.1,1240.6,1404.9,1618.5,1419.4,1712.8,2017.6,1494.2,888.4,2137.8,2302.3,81.8,2364.0,1748.6,1453.9,559.5,2704.4,2357.5,2012.1,2384.6,1699.3,2465.4,1433.4
25,2600.0,4700.6,2086.6,1024.8,989.7,2468.9,1830.2,2216.6,3328.1,1038.0,1747.1,702.8,1695.2,3424.5,1109.5,2517.9,695.3,2782.6,4694.9,2544.3,4224.4,2366.9,4497.2,1543.3,1705.1,0.0,2784.6,3955.7,2361.8,4233.9,2366.9,3025.7,1269.6,2333.7,4698.8,2095.4,1571.7,3935.3,1116.6,3164.5,2421.8,1048.2,2714.9,2722.7,2393.7,2981.1,1903.9,2447.7,321.6,3772.4,2564.7,2733.9,1236.7,2755.2,3755.2,3669.9,2200.3,2538.6,2823.3,2731.8,3567.7,1063.5,2572.1,4661.5,2777.6,2587.1,2397.5,1811.2,1429.5,3613.0,2173.0,2425.4,3340.5,3408.9,1761.0,3824.3,1779.7,2333.7,2096.5,4158.0,2702.1,2931.3,3303.8,1620.6,3925.7,2594.1
26,509.5,2324.1,2278.7,2205.5,1972.0,646.4,1172.8,773.0,1791.1,1927.6,1506.0,2816.2,1482.0,774.1,1976.9,1284.5,2457.0,2786.9,2318.4,1276.4,1574.0,582.2,1846.8,1533.0,1491.9,2842.8,0.0,1579.2,608.6,1583.5,582.2,679.8,1573.5,997.8,2324.0,2053.3,1761.5,1284.9,3179.1,514.1,2188.2,2004.5,345.5,2489.1,880.3,832.2,3054.7,695.1,2904.8,1122.0,923.6,507.4,2934.2,232.7,1104.8,1081.6,1803.0,2084.2,2453.6,420.3,1191.2,1953.1,2010.3,2285.0,546.2,496.6,1162.4,1154.9,2012.7,1919.4,776.3,660.8,808.0,972.5,1515.1,1173.9,1645.4,997.8,1109.5,1514.3,1901.4,1556.0,1928.5,1930.1,1275.3,497.9
27,1904.0,744.9,3739.1,3526.1,3411.3,1843.5,2633.2,2264.0,1121.2,3266.8,2294.8,4205.1,2344.3,1437.4,3266.1,1471.7,3340.6,4247.3,739.2,1463.6,1645.1,2073.2,1169.5,2433.2,2348.1,3953.4,1583.7,0.0,2069.0,826.5,2073.2,1515.8,3033.9,2458.2,744.8,3513.7,3221.9,1410.7,4639.5,1560.6,3648.6,3443.8,1707.1,3949.5,2371.3,2292.6,4515.1,2186.1,3905.9,1223.6,2414.6,1650.1,3796.5,1769.9,1306.5,1807.5,3263.4,3544.6,3914.0,1807.4,388.4,3292.3,3470.7,705.8,1714.2,1891.1,2622.8,2615.3,3473.1,691.6,2267.3,1857.9,2268.4,2185.6,2262.1,1153.5,3105.8,2458.2,2306.6,1585.4,3361.8,3016.4,3388.9,3390.5,1401.1,1892.4
28,403.3,2777.8,1898.7,1725.3,1491.8,773.2,619.5,388.1,2008.4,1447.4,1190.4,2336.0,1166.4,1227.8,1496.7,1501.8,2141.4,2406.9,2772.1,1493.7,2027.7,538.4,2300.5,1217.4,1176.3,2362.6,587.9,2032.9,0.0,2037.2,538.4,897.1,1093.3,617.8,2777.7,1673.3,1281.3,1738.6,2799.1,967.8,1808.2,1524.3,518.2,2109.1,565.2,1152.6,2674.7,619.2,2424.6,1575.7,736.2,634.2,2618.6,558.5,1558.5,1473.2,1423.0,1704.2,2073.6,535.1,1644.9,1472.9,1630.3,2738.7,671.4,390.4,782.4,601.6,1532.5,2136.7,344.5,787.6,1199.6,1364.1,1199.5,1627.6,1092.1,617.8,897.3,1961.3,1521.4,1176.0,1548.5,1467.3,1729.0,418.9
29,1965.7,843.7,3800.8,3727.6,3494.1,1970.2,2694.9,2325.7,1895.4,3449.7,2811.1,4338.3,2805.8,992.7,3499.0,1988.0,3780.8,4302.5,928.6,1979.9,976.1,2134.9,482.6,2856.8,2815.7,4364.9,1645.4,785.7,2130.7,0.0,2134.9,1775.7,3095.6,2519.9,976.2,3575.4,3283.6,741.7,4701.2,1266.1,3710.3,3526.6,1801.7,4011.2,2433.0,1889.6,4576.8,2247.8,4346.1,859.9,2409.2,1776.8,4258.0,1831.6,760.5,1138.5,3325.1,3112.8,3949.3,1876.5,904.7,3475.2,2982.9,937.2,1840.9,1952.8,2684.5,2677.0,3534.8,1465.8,2329.0,1984.6,1625.9,1516.6,2778.4,484.5,3167.5,2519.9,2433.3,916.4,2874.0,2528.6,2796.7,3452.2,732.1,1954.1
30,911.8,2819.6,1940.2,1762.2,1528.7,1072.7,650.6,224.8,2286.6,1484.3,1642.8,2372.9,1618.8,1269.6,1533.6,1780.0,2178.6,2448.4,2813.9,1771.9,1955.9,0.0,2342.3,1669.8,1628.7,2399.5,609.5,2074.7,574.1,2079.0,0.0,1175.3,1130.2,508.3,2819.5,1714.8,1318.2,1780.4,2840.6,1009.6,1849.7,1561.2,771.8,2150.6,332.1,680.3,2716.2,146.9,2461.5,1617.5,375.4,933.7,2723.6,564.0,1600.3,1453.9,1464.5,1745.7,2115.1,846.6,1686.7,1509.8,1698.4,2780.5,972.5,898.9,811.6,632.7,1569.4,2414.9,228.1,1087.1,1039.7,1188.7,1651.9,1669.4,1123.2,508.3,1349.7,1872.2,1589.5,1244.1,1616.6,1498.4,1770.8,924.2
31,783.8,2248.6,2691.4,2565.6,2332.1,583.1,1532.9,1301.5,1111.3,2287.7,1427.8,3176.3,1435.1,962.2,2319.0,604.7,2410.1,3199.6,2242.9,596.6,1771.3,1168.7,2044.1,1486.1,1445.0,3022.9,679.2,1503.7,968.7,1780.8,1168.7,0.0,1933.6,1410.5,2248.5,2466.0,2121.6,1482.2,3591.8,711.4,2600.9,2364.6,500.9,2901.8,1466.8,1384.9,3467.4,1281.6,2975.4,1268.7,1510.1,443.9,2887.3,799.1,1302.1,1504.2,2215.7,2496.9,2866.3,601.2,1115.7,2313.2,2423.0,2209.5,508.0,770.9,1575.1,1515.0,2372.8,1239.6,1257.9,613.9,1360.7,1525.2,1395.1,1371.2,2005.5,1410.5,1062.6,1711.6,2314.1,1968.7,2341.2,2336.0,1472.6,772.2
